,state ,date_installed,incentive_prog_names,size_kw,zipcode,install_type,installer,cost_per_watt,cost,city,utility_clean,tech_1,model1_clean,county,annual_PV_prod,annual_insolation,rebate,sales_tax_cost,tracking_type,reported_annual_energy_prod
38,TX,7/25/2006,Austin Energy,3.15,78702,residential,,6.49567619,20461.38,AUSTIN,Austin Energy,Poly,multiple matches,Travis,4552.436371,5.245873928,11907.0,713.7690963,Fixed,4203.0
39,TX,11/21/2006,Austin Energy,3.12,78702,residential,,7.174679487000001,22385.0,AUSTIN,Austin Energy,,,Travis,3933.694629,4.593076228999999,13267.8,780.8721221,Fixed,3594.0
40,TX,3/31/2008,Austin Energy,3.2,78702,residential,,6.700921875,21442.95,AUSTIN,Austin Energy,Poly,KC200GT,Travis,4517.0042969999995,5.128722668,13536.0,738.7236126,Fixed,4155.0
41,TX,12/4/2007,Austin Energy,3.15,78702,residential,,7.1013079370000005,22369.12,AUSTIN,Austin Energy,Mono,NT-175U1,Travis,4411.758801,5.069267273,13537.13,789.9874900000001,Fixed,4313.0
42,TX,1/31/2008,Austin Energy,3.366,78702,residential,,6.049019607999999,20361.0,AUSTIN,Austin Energy,,,Travis,4930.571202,5.3164000510000005,14238.18,701.4497295,Fixed,4555.0
43,TX,12/20/2007,Austin Energy,3.34,78702,residential,,7.044035928,23527.08,AUSTIN,Austin Energy,Poly,ND-167U1F,Travis,4929.1342460000005,5.356603146,14128.2,830.8819871000001,Fixed,4463.0
44,TX,3/10/2008,Austin Energy,3.0239999999999996,78702,residential,,7.1438492060000005,21603.0,AUSTIN,Austin Energy,Poly,ND-216U2,Travis,4436.542811,5.321242809,12859.56,744.2374394999999,Fixed,4099.0
45,TX,9/29/2008,Austin Energy,1.8,78702,residential,,7.642016667,13755.63,AUSTIN,Austin Energy,Poly,ASE 300,Travis,2553.849756,5.152620792,7533.0,473.890425,Fixed,2330.0
46,TX,12/19/2008,Austin Energy,3.7439999999999998,78702,residential,,6.00193109,22471.23,AUSTIN,Austin Energy,Poly,multiple matches,Travis,5370.523488,5.204478264,15837.12,774.1485293,Fixed,4957.0
47,TX,9/11/2009,Austin Energy,3.1719999999999997,78702,residential,,7.121374527,22589.0,AUSTIN,Austin Energy,Poly,multiple matches,Travis,4388.887541,5.0234403610000005,13560.3,826.9374809,Fixed,4147.0
48,TX,7/15/2009,Austin Energy,3.15,78702,residential,,7.142539683,22499.0,AUSTIN,Austin Energy,Mono,NT-175UC1,Travis,4469.237072999999,5.152620792,13608.0,823.6427633999999,Fixed,4121.0
49,TX,4/19/2010,Austin Energy,3.15,78702,residential,,7.012380952000001,22089.0,AUSTIN,Austin Energy,Poly,multiple matches,Travis,4563.966248,5.255341053,13466.25,808.6334949,Fixed,4212.0
50,TX,10/2/2009,Austin Energy,4.56,78702,residential,,6.420616227999999,29278.01,AUSTIN,Austin Energy,Poly,multiple matches,Travis,6545.985205,5.213239193,16330.5,1071.8085720000001,Fixed,5669.0
51,TX,10/14/2009,Austin Energy,3.33,78702,residential,,5.548828829,18477.6,AUSTIN,Austin Energy,,,Travis,4739.0208840000005,5.1623139380000005,11925.56,676.4274646000001,Fixed,4331.0
52,TX,6/11/2012,Austin Energy,1.71,78702,residential,,4.210081871,7199.24,AUSTIN,Austin Energy,Mono,STP190S-24/Adb+,Travis,2426.694357,5.1572756769999994,4061.25,270.95345660000004,Fixed,2232.0
53,TX,1/11/2013,Austin Energy,3.12,78702,residential,,4.630769231,14448.0,AUSTIN,Austin Energy,Poly,MPE 260 MS 08,Travis,4368.23918,5.08693552,7488.0,543.7706677,Fixed,4016.0
54,TX,1/4/2013,Austin Energy,6.0,78702,residential,,3.252551667,19515.31,AUSTIN,Austin Energy,Mono,STP250S-20/Wd,Travis,8839.470703,5.342556,11520.0,734.4859598999999,Fixed,8171.0
55,TX,3/10/2015,CPS Energy,12.0,78266,residential,Longhorn Solar,3.4505,41406.0,San Antonio,CPS Energy,,,,17869.92773,5.396438599,16918.04,1542.426192,,16368.0
56,TX,9/29/2011,CPS Energy,6.66,78266,residential,Cam Solar,5.089477478,33895.92,San Antonio,CPS Energy,Mono,MPE 185 MS 05,,9917.809893000001,5.396438599,14370.84,1275.720311,,8883.0
57,TX,4/9/2013,CPS Energy,17.5,78266,commercial,Self,3.6750285710000004,64313.0,San Antonio,CPS Energy,,,,26060.31128,5.396438599,31140.03,2420.509617,,23262.0
58,TX,10/16/2013,CPS Energy,7.2,78266,residential,Advanced Solar & Electric,3.39,24408.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,10721.95664,5.396438599,12204.0,918.6291844000001,,8508.0
59,TX,9/17/2012,CPS Energy,7.5,78266,residential,Circular Energy,3.8,28500.0,San Antonio,CPS Energy,,,,11168.70483,5.396438599,12966.99,1072.637322,,9643.0
60,TX,7/28/2011,CPS Energy,7.0,78266,residential,Novastar Energy,8.194111429,57358.78,San Antonio,CPS Energy,Mono + a-Si,multiple matches,,10424.12451,5.396438599,19759.91,2158.777831,,9636.0
61,TX,2/21/2011,CPS Energy,7.76,78266,residential,Builtsmart Solar,5.446488402000001,42264.75,San Antonio,CPS Energy,Poly,Poly 235,,11555.8866,5.396438599,20186.5,1590.692921,,10693.0
62,TX,6/13/2014,CPS Energy,7.75,78266,residential,Cam Solar,2.952424516,22881.29,San Antonio,CPS Energy,Poly,CS6P-250P,,11540.995,5.396438599,10932.63,862.1475525000001,,10375.0
63,TX,9/17/2012,CPS Energy,7.92,78266,residential,Native ,4.051388889,32087.0,San Antonio,CPS Energy,Poly,TSM-240PA05,,11794.1523,5.396438599,13825.15,1207.6390789999998,,10924.0
64,TX,5/9/2012,CPS Energy,7.98,78266,residential,Advanced Solar & Electric,4.167387218,33255.75,San Antonio,CPS Energy,,,,11883.50194,5.396438599,17859.6,1251.626618,,10054.0
65,TX,2/8/2011,CPS Energy,8.46,78266,residential,Advanced Solar & Electric,4.85,41031.0,San Antonio,CPS Energy,Poly,TSM-235PA05,,12598.29905,5.396438599,20515.5,1544.259016,,11295.0
66,TX,7/11/2013,CPS Energy,8.25,78266,residential,Longhorn Solar,3.2230303030000003,26590.0,San Antonio,CPS Energy,,,,12285.57532,5.396438599,13295.0,1000.7518029999999,,10668.0
67,TX,11/28/2012,CPS Energy,8.5,78266,residential,Advanced Solar & Electric,2.99,25415.0,San Antonio,CPS Energy,Mono,CNPV-250M,,12657.86548,5.396438599,14720.64,956.5290364,,11653.0
68,TX,11/19/2013,CPS Energy,9.36,78266,residential,Green Source Solutions,6.365017094,59576.56,San Antonio,CPS Energy,crystalline,multiple matches,,13938.543630000002,5.396438599,15234.48,2242.24708,,12858.0
69,TX,7/2/2013,CPS Energy,8.85,78266,residential,Advanced Solar & Electric,3.38,29913.0,San Antonio,CPS Energy,Poly,ET-P672295,,13179.0717,5.396438599,14956.5,1125.8175509999999,,11441.0
70,TX,10/21/2013,CPS Energy,9.0,78266,residential,Advanced Solar & Electric,3.28,29520.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,13402.4458,5.396438599,14760.0,1111.026447,,12049.0
71,TX,6/13/2014,CPS Energy,9.0,78266,residential,Advanced Solar & Electric,3.35,30150.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,13402.4458,5.396438599,12478.46,1136.026365,,11326.0
72,TX,12/15/2011,CPS Energy,15.66,78266,residential,Advanced Solar & Electric,3.385,53009.1,San Antonio,CPS Energy,Poly,JKM270P-72,,23320.25569,5.396438599,33591.6,1995.0715460000001,,19841.0
73,TX,11/3/2014,CPS Energy,8.92,78266,residential,IES Residential,3.452130045,30793.0,San Antonio,CPS Energy,Poly,CS6P-255P,,13283.31295,5.396438599,12595.97,1160.254058,,12677.0
74,TX,5/23/2012,CPS Energy,8.99,78266,residential,Advanced Solar & Electric,3.44,30925.6,San Antonio,CPS Energy,,,,13387.55419,5.396438599,20132.64,1163.928167,,12423.0
75,TX,5/24/2013,CPS Energy,10.0,78266,residential,Freedom Solar Power,3.4,34000.0,San Antonio,CPS Energy,crystalline,multiple matches,,14891.60645,5.396438599,17379.84,1279.6375070000001,,13133.0
76,TX,4/3/2013,CPS Energy,10.29,78266,commercial,Self,3.75,38587.5,San Antonio,CPS Energy,,,,15323.46303,5.396438599,18222.75,1452.294479,,18222.0
77,TX,4/9/2013,CPS Energy,17.5,78266,commercial,Self,3.6750285710000004,64313.0,San Antonio,CPS Energy,,,,26060.31128,5.396438599,31140.03,2420.509617,,23262.0
78,TX,1/24/2013,CPS Energy,12.0,78266,residential,Hill Electric,3.8976,46771.2,San Antonio,CPS Energy,Poly,REC250PE (BLK),,17869.92773,5.396438599,21393.79,1760.2994640000002,,15915.0
79,TX,2/7/2013,CPS Energy,12.6,78266,residential,Advanced Solar & Electric,3.63,45738.0,San Antonio,CPS Energy,Poly,ET-P672300B,,18763.42412,5.396438599,21748.4,1721.4135379999998,,17193.0
80,TX,8/30/2013,CPS Energy,13.23,78266,residential,Cam Solar,3.226544974,42687.19,San Antonio,CPS Energy,Poly,CS6P-245P,,19701.59533,5.396438599,21343.59,1606.592041,,17495.0
81,TX,12/3/2015,CPS Energy,13.55,78266,residential,Alba Energy,3.157166052,42779.6,San Antonio,CPS Energy,Mono,LG315N1C-G4,,20178.12673,5.396438599,19278.79,1593.59454,,20442.0
82,TX,7/23/2013,CPS Energy,14.4,78266,residential,Advanced Solar & Electric,3.46,49824.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,21443.91328,5.396438599,24855.31,1875.195857,,19534.0
83,TX,8/22/2014,CPS Energy,15.0,78266,residential,Advanced Solar & Electric,3.18,47700.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,22337.409669999997,5.396438599,20905.76,1797.295443,,18378.0
84,TX,6/7/2013,CPS Energy,16.0,78266,residential,Hill Electric,4.666068125,74657.09,San Antonio,CPS Energy,Poly,REC250PE (BLK),,23826.57031,5.396438599,25000.0,2809.823898,,22050.0
85,TX,9/19/2014,CPS Energy,16.0,78266,residential,Smartworld Energy,3.464,55424.0,San Antonio,CPS Energy,Poly,CS6P-250P,,23826.57031,5.396438599,22570.6,2088.329196,,20946.0
86,TX,12/9/2014,CPS Energy,16.5,78266,residential,Longhorn Solar,3.20569697,52894.0,San Antonio,CPS Energy,,,,24571.15063,5.396438599,23262.31,1993.0009469999998,,22103.0
87,TX,5/23/2014,CPS Energy,16.83,78266,commercial,Self,3.402932264,57271.35,San Antonio,CPS Energy,,,,25062.57365,5.396438599,23621.35,2157.935773,,23222.0
88,TX,6/19/2014,CPS Energy,16.83,78266,commercial,Self,3.402932264,57271.35,San Antonio,CPS Energy,,,,25062.57365,5.396438599,23621.35,2157.935773,,22138.0
89,TX,9/25/2014,CPS Energy,17.0,78266,commercial,Longhorn Solar,3.489411765,59320.0,San Antonio,CPS Energy,,,,25315.73096,5.396438599,23840.58,2235.127164,,17213.0
90,TX,11/5/2010,CPS Energy,17.3,78266,commercial,Standard Renewable Energy Lp,5.121233526,88597.34,San Antonio,CPS Energy,Mono,PS240M-20/U,,25762.47915,5.396438599,42873.24,3243.368947,,22534.0
91,TX,11/2/2015,CPS Energy,16.8,78266,residential,IES Residential,2.91827381,49027.0,San Antonio,CPS Energy,Mono,LG280N1C-G3,,25017.898830000002,5.396438599,23987.71,1826.3181399999999,,23747.0
92,TX,4/3/2013,CPS Energy,17.5,78266,commercial,Self,3.6750285710000004,64313.0,San Antonio,CPS Energy,,,,26060.31128,5.396438599,31140.03,2420.509617,,23472.0
93,TX,3/8/2012,CPS Energy,18.1,78266,commercial,Self,4.812320442,87103.0,San Antonio,CPS Energy,Poly,MPE 235 PS 09,,26953.80767,5.396438599,39436.32,3278.2431109999998,,24052.0
94,TX,9/11/2014,CPS Energy,17.7,78266,residential,Freedom Solar Power,4.489322034,79461.0,San Antonio,CPS Energy,Mono,SPR-327NE-WHT-D,,26358.14341,5.396438599,25000.0,2994.022919,,21499.0
95,TX,2/11/2015,CPS Energy,17.85,78266,residential,Cam Solar,3.04337591,54324.26,San Antonio,CPS Energy,Poly,CS6P-255P,,26581.5175,5.396438599,25000.0,2023.647816,,23593.0
96,TX,11/5/2010,CPS Energy,23.76,78266,commercial,Standard Renewable Energy Lp,5.10001431,121176.34,San Antonio,CPS Energy,Mono,PS240M-20/U,,35382.45691,5.396438599,62013.6,4436.020069,,30948.0
97,TX,3/8/2012,CPS Energy,28.91,78266,commercial,Self,4.681771014,135350.0,San Antonio,CPS Energy,Poly,MPE 235 PS 09,,43051.63423,5.396438599,62827.15,5094.08637,,38495.0
98,TX,9/23/2011,CPS Energy,28.8,78266,commercial,Standard Renewable Energy Lp,5.0,144000.0,San Antonio,CPS Energy,a-Si,MPE 90 AL 01,,42887.82656,5.396438599,64132.05,5419.641206,,39068.0
99,TX,4/20/2010,CPS Energy,42.3,78266,commercial,Fry Roofing,10.0,423000.0,San Antonio,CPS Energy,Mono,NU-U235F1,,62991.49526,5.396438599,100000.0,15485.172180000001,,58380.0
100,TX,5/6/2010,CPS Energy,42.3,78266,commercial,Fry Roofing,10.0,423000.0,San Antonio,CPS Energy,Mono,NU-U235F1,,62991.49526,5.396438599,100000.0,15485.172180000001,,58380.0
101,TX,6/23/2010,CPS Energy,42.3,78266,commercial,Fry Roofing,10.0,423000.0,San Antonio,CPS Energy,Mono,NU-U235F1,,62991.49526,5.396438599,100000.0,15485.172180000001,,58380.0
102,TX,2/12/2013,CPS Energy,5.72,78268,residential,IES Residential,4.2485,24301.42,San Antonio,CPS Energy,Mono,multiple matches,,8517.998887,5.396438599,9761.66,914.6178972000001,,7657.0
103,TX,8/29/2014,CPS Energy,6.87,78295,residential,Freedom Solar Power,4.329170306,29741.4,San Antonio,CPS Energy,Mono,SPR-327NE-WHT-D,,10230.53363,5.396438599,9873.86,1120.6306650000001,,8848.0
104,TX,5/29/2015,CPS Energy,5.2,78547,residential,Cam Solar,3.022775,15718.43,San Antonio,CPS Energy,Poly,CS6P-260P,,7260.426367,5.019236565,7421.66,585.5315201000001,,8348.0
105,TX,8/10/2012,CPS Energy,7.99,78613,residential,Novastar Energy,3.509135169,28037.99,San Antonio,CPS Energy,,,,11737.59578,5.33137846,17601.12,1055.24893,,11033.0
106,TX,3/8/2011,CPS Energy,8.33,78613,residential,Cam Solar,5.227870348,43548.16,San Antonio,CPS Energy,Mono,MPE 185 MS 05,,12237.06794,5.33137846,21669.12,1638.99585,,11183.0
107,TX,10/31/2011,Austin Energy,3.5,78617,residential,,5.940022857000001,20790.08,DEL VALLE,Austin Energy,Mono,ST-175-1,Travis,,,8312.5,782.46371,Fixed,4758.0
108,TX,10/31/2011,Austin Energy,3.515,78617,residential,,6.060054054,21301.09,DEL VALLE,Austin Energy,Mono,multiple matches,Travis,,,8348.13,801.6962854,Fixed,1019.0
109,TX,5/18/2010,Austin Energy,2.8,78617,residential,,4.389492857,12290.58,DEL VALLE,Austin Energy,Mono,multiple matches,Travis,3592.022656,4.644367695,9832.46,449.93320930000004,Fixed,3278.0
110,TX,12/29/2009,Austin Energy,8.4,78617,residential,,4.828452381,40559.0,DEL VALLE,Austin Energy,Poly,multiple matches,Travis,11924.77412,5.155732632,29964.38,1484.782739,Fixed,11281.0
111,TX,8/17/2012,Austin Energy,6.0,78617,residential,,4.05,24300.0,DEL VALLE,Austin Energy,Mono,1STH-250-WH,Travis,8837.420654000001,5.341846943,14475.0,914.5644535,Fixed,8168.0
112,TX,6/18/2012,Austin Energy,6.63,78617,residential,,3.7481146310000004,24850.0,DEL VALLE,Austin Energy,Poly,multiple matches,Travis,8882.727836,4.871850491,15000.0,935.2644720000001,Fixed,8128.0
113,TX,7/26/2012,Austin Energy,5.25,78617,residential,,3.773904762,19813.0,DEL VALLE,Austin Energy,Poly,multiple matches,Travis,7673.933716,5.301642895,12665.63,745.689939,Fixed,3028.0
114,TX,11/7/2012,Austin Energy,5.0,78617,residential,,5.995,29975.0,DEL VALLE,Austin Energy,Mono,1STH-250-WH,Travis,7371.54541,5.347084522,9600.0,1128.151008,Fixed,6814.0
115,TX,2/11/2013,Austin Energy,3.92,78617,residential,,3.700255102,14505.0,DEL VALLE,Austin Energy,Poly,TSM-245PA05,Travis,5585.021914,5.174180508,7526.4,545.9159423,Fixed,5150.0
116,TX,4/17/2013,Austin Energy,1.2,78617,residential,,2.416666667,2900.0,DEL VALLE,Austin Energy,Mono,EP156MB/60-240W,Travis,1745.849707,5.276950359,2304.0,109.14555209999999,Fixed,1611.0
117,TX,7/26/2013,Austin Energy,5.0,78617,residential,,3.425,17125.0,DEL VALLE,Austin Energy,Poly,JC250M-24/Bb,Travis,6912.388916,5.025082111000001,7237.5,644.5233031,Fixed,3388.0
118,TX,10/14/2013,Austin Energy,4.24,78617,residential,,5.660377359,24000.0,DEL VALLE,Austin Energy,Mono,S79U265,Travis,6174.705996,5.287672997,6105.6,903.2735343,Fixed,5695.0
119,TX,12/10/2014,Austin Energy,7.92,78617,residential,,3.1311868689999995,24799.0,DEL VALLE,Austin Energy,Poly,multiple matches,Travis,11636.738440000001,5.329230785,8444.04,934.4052347999999,Fixed,8664.0
120,TX,3/24/2015,Austin Energy,1.84,78617,residential,,4.105434783,7554.0,DEL VALLE,Austin Energy,Mono,SPR-230NE-BLK-D,Travis,2435.6633890000003,4.788940907,1943.04,281.3961129,Fixed,2226.0
121,TX,8/25/2015,Austin Energy,9.52,78617,residential,,3.5,33320.0,DEL VALLE,Austin Energy,Mono,SW 280 Mono Black,Travis,13901.358040000001,5.295552731,10105.48,1241.2124019999999,Fixed,6776.0
122,TX,9/18/2015,Austin Energy,7.28,78617,residential,,3.128571429,22776.0,DEL VALLE,Austin Energy,Poly,multiple matches,Travis,10605.19865,5.290839672,7025.2,848.4349837999999,Fixed,9775.0
123,TX,8/27/2015,Austin Energy,7.02,78617,residential,,3.1,21762.0,DEL VALLE,Austin Energy,Poly,multiple matches,Travis,10024.66626,5.186863422,6809.4,810.6621934,Fixed,7052.0
124,TX,10/2/2015,Austin Energy,5.72,78617,residential,,3.1,17732.0,DEL VALLE,Austin Energy,Poly,multiple matches,Travis,8432.804263,5.349295139,5548.4,660.539565,Fixed,5963.0
125,TX,10/14/2015,Austin Energy,5.2,78617,residential,,3.15,16380.0,DEL VALLE,Austin Energy,Poly,multiple matches,Travis,7574.5045900000005,5.283483028,5044.0,610.1758445,Fixed,4627.0
126,TX,11/4/2015,Austin Energy,7.8,78617,residential,,3.15,24570.0,DEL VALLE,Austin Energy,Poly,multiple matches,Travis,11308.89646,5.2656369210000005,7527.0,915.2637668,Fixed,10784.0
127,TX,9/2/2015,Austin Energy,7.5,78617,residential,,2.794666667,20960.0,DEL VALLE,Austin Energy,Poly,AC-250P/156-60S,Travis,10212.258909999999,4.929617405,7878.75,780.7866727999999,Fixed,10000.0
128,TX,10/27/2015,Austin Energy,8.68,78617,residential,,3.754032258,32585.0,DEL VALLE,Austin Energy,Mono,SW 280 Mono Black,Travis,12674.76762,5.295552731,8376.2,1213.8327160000001,Fixed,7922.0
129,TX,8/16/2012,Austin Energy,7.5,78652,residential,,3.766666667,28250.0,MANCHACA,Austin Energy,Poly,multiple matches,Travis,10948.93616,5.295087337,14550.0,1063.228223,Fixed,10111.0
130,TX,3/10/2015,Austin Energy,5.94,78652,residential,,4.037710438,23984.0,MANCHACA,Austin Energy,Mono,LG270S1C-B3,Travis,8763.809436,5.3554883,6305.31,893.4345211000001,Fixed,2835.0
131,TX,9/17/2015,Austin Energy,5.72,78652,residential,,3.1,17732.0,MANCHACA,Austin Energy,Poly,multiple matches,Travis,7837.525565999999,4.965230942,5548.4,660.539565,Fixed,8474.0
132,TX,6/17/2005,Austin Energy,3.0060000000000002,78653,residential,,6.31170326,18972.98,MANOR,Austin Energy,,,Travis,4406.595649,5.321261883,14128.2,661.8481642,Fixed,5153.0
